CBL0130M0004	三菱#北京吉普#帕杰罗速跑#帕杰罗速跑#3.0 手动 GLS
AGH0165A0088	悍马#通用汽车#H1#H1#6.5T 自动 四门 软顶 柴油 197hp
AGH0165A0087	悍马#通用汽车#H1#H1#6.5T 自动 四门 旅行车 柴油 207hp
AGH0337M0003	悍马#通用汽车#H3#H3#3.7T 手动
EJB0132A0007	捷豹#捷豹汽车#XJ#XJ#3.2 自动
EJB0132A0011	捷豹#捷豹汽车#XJ#XJ#3.2 手自一体
EJB0132M0004	捷豹#捷豹汽车#XJ#XJ#3.2 手动
EJB0140A0007	捷豹#捷豹汽车#XJ#XJ#4.0 自动
EJB0140M0008	捷豹#捷豹汽车#XJ#XJ#4.0 手动
EJB0160A0008	捷豹#捷豹汽车#XJ#XJ#6.0 自动
EJB0135M0003	捷豹#捷豹汽车#XJ#XJ#3.5T 手动
EJB0140A0011	捷豹#捷豹汽车#XJ#XJ#4.0 手自一体
EJB0240A0013	捷豹#捷豹汽车#XK#XK#4.0 手自一体
EJB0240A0014	捷豹#捷豹汽车#XK#XK Convertible#4.0 自动
EJB0240A0019	捷豹#捷豹汽车#XK#XKR#4.0 自动 SC
EJB0240A0024	捷豹#捷豹汽车#XK#XKR Convertible#4.0 自动 SC
EJB0325M0004	捷豹#捷豹汽车#S-Type#S-Type#2.5 手动
EJB0327M0004	捷豹#捷豹汽车#S-Type#S-Type#2.7T 手动 柴油
EJB0330M0008	捷豹#捷豹汽车#S-Type#S-Type#3.0 手动
EJB0420M0011	捷豹#捷豹汽车#X-Type#X-Type Estate#2.0 手动 柴油版
EJB0421M0012	捷豹#捷豹汽车#X-Type#X-Type Estate#2.1 手动
EJB0425M0012	捷豹#捷豹汽车#X-Type#X-Type Estate#2.5 手动
EJB0430M0012	捷豹#捷豹汽车#X-Type#X-Type Estate#3.0 手动
EJB0420M0015	捷豹#捷豹汽车#X-Type#X-Type#2.0 手动 柴油版
EJB0421M0015	捷豹#捷豹汽车#X-Type#X-Type#2.1 手动
EJB0425M0015	捷豹#捷豹汽车#X-Type#X-Type#2.5 手动
EJB0430M0015	捷豹#捷豹汽车#X-Type#X-Type#3.0 手动
AGK0146A0025	凯迪拉克#通用汽车#Eldorado#Eldorado#4.6 自动 279hp
AGK0146A0026	凯迪拉克#通用汽车#Eldorado#Eldorado#4.6 自动 305hp
AGK0257A0005	凯迪拉克#通用汽车#Brougham#Brougham#5.7 自动
AGK0346A0016	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.6 自动 305hp
AGK0346A0015	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.6 自动 279hp
AGK0346A0023	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.6 自动 SLS
AGK0346A0024	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.6 自动 STS
AGK0349A0018	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.9 自动 STS
AGK0349A0017	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.9 自动 SLS
AGK0349A0016	凯迪拉克#通用汽车#Seville [塞维利亚]#Seville [塞维利亚]#4.9 自动
AGK0457A0004	凯迪拉克#通用汽车#Fleetwood [伍德]#Fleetwood [伍德]#5.7 自动
AGK0449A0001	凯迪拉克#通用汽车#Fleetwood [伍德]#Fleetwood [伍德]#4.9 自动 Sixty Special
AGK0630A0005	凯迪拉克#通用汽车#Catera#Catera#3.0 自动
ACC0133A0004	克莱斯勒#克莱斯勒#Imperial [帝王]#Imperial [帝王]#3.3 自动
ACC0138A0004	克莱斯勒#克莱斯勒#Imperial [帝王]#Imperial [帝王]#3.8 自动
ACC0222M0006	克莱斯勒#克莱斯勒#Sundance [太阳舞]#Sundance [太阳舞]#2.2 手动
ACC0225A0006	克莱斯勒#克莱斯勒#Sundance [太阳舞]#Sundance [太阳舞]#2.5 自动
ACC0230A0006	克莱斯勒#克莱斯勒#Sundance [太阳舞]#Sundance [太阳舞]#3.0 自动
ACC0330A0004	克莱斯勒#克莱斯勒#Grand Voager [大捷龙]#Grand Voager [大捷龙]#3.0 自动 三代
ACC0330A0009	克莱斯勒#克莱斯勒#Grand Voager [大捷龙]#Grand Voager [大捷龙]#3.0 自动 二代
ACC0432A0007	克莱斯勒#克莱斯勒#Concorde [君王]#Concorde [君王]#3.2 自动
ACC0433A0005	克莱斯勒#克莱斯勒#Concorde [君王]#Concorde [君王]#3.3 自动
ACC0435A0013	克莱斯勒#克莱斯勒#Concorde [君王]#Concorde [君王]#3.5 自动 234hp
ACC0435A0014	克莱斯勒#克莱斯勒#Concorde [君王]#Concorde [君王]#3.5 自动 252hp
ACC0435A0019	克莱斯勒#克莱斯勒#Concorde [君王]#Concorde [君王]#3.5 自动
ACC0520A0001	克莱斯勒#克莱斯勒#Cirrus [卷云]#Cirrus [卷云]#2.0 自动 LE
ACC0524A0006	克莱斯勒#克莱斯勒#Cirrus [卷云]#Cirrus [卷云]#2.4T 自动
ACC0525A0006	克莱斯勒#克莱斯勒#Cirrus [卷云]#Cirrus [卷云]#2.5 自动
ACC0525A0007	克莱斯勒#克莱斯勒#Cirrus [卷云]#Cirrus [卷云]#2.5 自动 LX
ACC0620M0015	克莱斯勒#克莱斯勒#Neon [彩虹]#Neon [彩虹]#2.0 手动
ACC0620M0016	克莱斯勒#克莱斯勒#Neon [彩虹]#Neon [彩虹]#2.0 手动 两门版
ACC1132M0009	克莱斯勒#克莱斯勒#Crossfire [交叉火力]#Crossfire [交叉火力]#3.2 手动
ACC1132M0018	克莱斯勒#克莱斯勒#Crossfire [交叉火力]#Crossfire Convertible [交叉火力 敞篷]#3.2 手动
ELS0154A0005	劳斯莱斯#劳斯莱斯#Silver Spirit [银灵]#Silver Spirit [银灵]#5.4 自动
ELS0167A0006	劳斯莱斯#劳斯莱斯#Silver Spirit [银灵]#Silver Spirit [银灵]#6.7 自动
ELS0262A0003	劳斯莱斯#劳斯莱斯#Silver spur [银刺]#Silver spur [银刺]#6.2 自动 Ⅱ
ELS0267A0004	劳斯莱斯#劳斯莱斯#Silver spur [银刺]#Silver spur [银刺]#6.7 自动 Ⅳ
ELS0267A0006	劳斯莱斯#劳斯莱斯#Silver spur [银刺]#Silver spur [银刺]#6.7 自动 Ⅲ
ELS0262A0001	劳斯莱斯#劳斯莱斯#Silver spur [银刺]#Silver spur [银刺]#6.2 自动 Ⅰ
ELS0262A0004	劳斯莱斯#劳斯莱斯#Silver spur [银刺]#Silver spur [银刺]#6.2 自动
JTL0230M0006	雷克萨斯#丰田汽车#SC#SC300#3.0 手动
ACC0735A0003	克莱斯勒#克莱斯勒#New Yorker [纽约客]#New Yorker [纽约客]#3.5 自动
JTL0340A0008	雷克萨斯#丰田汽车#GS#GS400#4.0 自动
JTL0440A0006	雷克萨斯#丰田汽车#LS#LS400#4.0 自动
JTL0620M0008	雷克萨斯#丰田汽车#IS#IS200#2.0 手动
JTL0620M0013	雷克萨斯#丰田汽车#IS#IS200 Cross#2.0 手动 Sport
FNR0118M0025	雷诺#雷诺汽车#Clio#Clio-Hatchback [Clio-两厢]#1.8 手动 110hp 三门版
FNR0118M0026	雷诺#雷诺汽车#Clio#Clio-Hatchback [Clio-两厢]#1.8 手动 137hp 三门版
FNR0118M0027	雷诺#雷诺汽车#Clio#Clio-Hatchback [Clio-两厢]#1.8 手动 95hp 三门版
FNR0118M0028	雷诺#雷诺汽车#Clio#Clio-Hatchback [Clio-两厢]#1.8 手动 95hp 五门版
FNR0119M0012	雷诺#雷诺汽车#Clio#Clio-Hatchback [Clio-两厢]#1.9 手动 三门版
FNR0119M0014	雷诺#雷诺汽车#Clio#Clio-Hatchback [Clio-两厢]#1.9 手动 五门版
JTL0240A0003	雷克萨斯#丰田汽车#SC#SC400#4.0 自动
JTL0545M0002	雷克萨斯#丰田汽车#LX#LX450#4.5 手动
FNR0221M0007	雷诺#雷诺汽车#Espace#Espace#2.1 手动 柴油版
FNR0229A0007	雷诺#雷诺汽车#Espace#Espace#2.9 自动
FNR0229M0007	雷诺#雷诺汽车#Espace#Espace#2.9 手动
FNR0220M0103	雷诺#雷诺汽车#Espace#Grand Espace#2.0 手动 150hp 柴油版
FNR0330M0004	雷诺#雷诺汽车#Laguna [拉古娜]#Laguna [拉古娜]#3.0 手动 194hp
FNR0330M0009	雷诺#雷诺汽车#Laguna [拉古娜]#Laguna [拉古娜]#3.0 手动 170hp
FNR0330M0013	雷诺#雷诺汽车#Laguna [拉古娜]#Laguna Estate [拉古娜 旅行车]#3.0 手动
FNR0712A0007	雷诺#雷诺汽车#Kangoo [甘果]#Kangoo [甘果]#1.2 自动 75hp
FNR0714M0007	雷诺#雷诺汽车#Kangoo [甘果]#Kangoo [甘果]#1.4 手动 75hp
FNR0922M0013	雷诺#雷诺汽车#Vel satis [威赛帝]#Vel satis [威赛帝]#2.2 手动 140hp 柴油版
FNR0922M0018	雷诺#雷诺汽车#Vel satis [威赛帝]#Vel satis [威赛帝]#2.2 手动 150hp 柴油版
KNR0120M0005	雷诺#雷诺三星#Koleos [科雷傲]#Koleos [科雷傲]#2.0 手动 柴油版
KNR0125M0002	雷诺#雷诺三星#Koleos [科雷傲]#Koleos [科雷傲]#2.5 手动
AFL0146A0008	林肯#福特汽车#Continental#Continental#4.6 自动
AFL0430M0007	林肯#福特汽车#LS#LS#3.0 手动
AFL0440M0007	林肯#福特汽车#LS#LS#4.0 手动
JSK0210A0027	铃木#铃木汽车#Swift [速翼特]#Swift-Hatchback [Swift-两厢]#1.0 自动 三门版
JSK0210A0028	铃木#铃木汽车#Swift [速翼特]#Swift-Hatchback [Swift-两厢]#1.0 自动 五门版
JSK0210M0027	铃木#铃木汽车#Swift [速翼特]#Swift-Hatchback [Swift-两厢]#1.0 手动 三门版
JSK0210M0028	铃木#铃木汽车#Swift [速翼特]#Swift-Hatchback [Swift-两厢]#1.0 手动 五门版
JSK0216A0006	铃木#铃木汽车#Swift [速翼特]#Swift-Sedan [Swift-三厢]#1.6 自动
JSK0316M0013	铃木#铃木汽车#Esteem#Esteem#1.6 手动
JSK0318M0009	铃木#铃木汽车#Esteem#Esteem#1.8 手动
JSK0525M0007	铃木#铃木汽车#Verona#Verona#2.5 手动
JSK0613M0007	铃木#铃木汽车#Aerio [利亚纳]#Aerio [利亚纳]#1.3 手动
JSK0616M0007	铃木#铃木汽车#Aerio [利亚纳]#Aerio [利亚纳]#1.6 手动
JSK0618M0007	铃木#铃木汽车#Aerio [利亚纳]#Aerio [利亚纳]#1.8 手动
JSK0623M0007	铃木#铃木汽车#Aerio [利亚纳]#Aerio [利亚纳]#2.3 手动
JSK1027A0003	铃木#铃木汽车#XL7#XL7#2.7 自动 V6
JSK1215M0008	铃木#铃木汽车#SX4#SX4 Cross#1.5 手动
JSK1216M0008	铃木#铃木汽车#SX4#SX4 Cross#1.6 手动
JSK1220C0008	铃木#铃木汽车#SX4#SX4-Sedan [SX4-三厢]#2.0 无级
JSK1220M0008	铃木#铃木汽车#SX4#SX4-Sedan [SX4-三厢]#2.0 手动
JSK1410M0005	铃木#铃木汽车#Alto [奥拓]#Alto [奥拓]#1.0 手动
ELH0135A0017	路虎#路虎汽车#Defender [卫士]#Defender90 [卫士90]#3.5 自动
ELH0135M0017	路虎#路虎汽车#Defender [卫士]#Defender110 [卫士110]#3.5T 手动
ELH0225M0006	路虎#路虎汽车#Discovery [发现]#Discovery2 [发现2]#2.5T 手动 TD5
ELH0239M0004	路虎#路虎汽车#Discovery [发现]#Discovery2 [发现2]#3.9 手动
ELH0227M0006	路虎#路虎汽车#Discovery [发现]#Discovery3 [发现3]#2.7TD 手动
ELH0322M0005	路虎#路虎汽车#Freelander [神行者]#Freelander1 [神行者1代]#2.2T 手动 柴油
ELH0322M0008	路虎#路虎汽车#Freelander [神行者]#Freelander2 [神行者2代]#2.2T 手动 TD4 SE 柴油版
MBL0616A0009	路特斯#宝腾汽车#Esprit [竞速]#Esprit [竞速]#1.6 自动 运动版
MBL0616A0010	路特斯#宝腾汽车#Esprit [竞速]#Esprit [竞速]#1.6 自动 豪华版
MBL0616A0011	路特斯#宝腾汽车#Esprit [竞速]#Esprit [竞速]#1.6 自动
MBL0816A0005	路特斯#宝腾汽车#Elite [竞悦]#Elite [竞悦]#1.6 自动 时尚型
JMZ0118M0012	马自达#马自达汽车#626#626-Hacthback [626-两厢]#1.8 手动 90hp
JMZ0118M0011	马自达#马自达汽车#626#626-Hacthback [626-两厢]#1.8 手动 100hp
JMZ0119A0008	马自达#马自达汽车#626#626-Hacthback [626-两厢]#1.9 自动
JMZ0119M0008	马自达#马自达汽车#626#626-Hacthback [626-两厢]#1.9 手动
JMZ0120A0013	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 自动 115hp
JMZ0120A0014	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 自动 136hp
JMZ0120A0020	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 自动
JMZ0120M0027	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 手动 DIT 110hp
JMZ0120M0024	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 手动 115hp
JMZ0120M0025	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 手动 136hp
JMZ0120M0039	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 手动
JMZ0120M0040	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0TDi 手动
JMZ0125A0008	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.5 自动
JMZ0125M0008	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.5 手动
JMZ0120M0026	马自达#马自达汽车#626#626-Hacthback [626-两厢]#2.0 手动 DIT 100hp
JMZ0118M0024	马自达#马自达汽车#626#626-Sedan [626-三厢]#1.8 手动 90hp
JMZ0118M0023	马自达#马自达汽车#626#626-Sedan [626-三厢]#1.8 手动 100hp
JMZ0119M0014	马自达#马自达汽车#626#626-Sedan [626-三厢]#1.9 手动
JMZ0120A0033	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 自动 115hp
JMZ0120A0034	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 自动 136hp
JMZ0120A0039	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 自动
JMZ0120M0067	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 手动 DIT 110hp
JMZ0120M0064	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 手动 115hp
JMZ0120M0065	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 手动 136hp
JMZ0120M0075	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 手动
JMZ0120M0076	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0TDi 手动
JMZ0120M0066	马自达#马自达汽车#626#626-Sedan [626-三厢]#2.0 手动 DIT 100hp
JMZ0240A0004	马自达#马自达汽车#Navajo#Navajo#4.0 自动
JMZ0240M0004	马自达#马自达汽车#Navajo#Navajo#4.0 手动
JMZ0325A0005	马自达#马自达汽车#929#929#2.5 自动
JMZ0330A0005	马自达#马自达汽车#929#929#3.0 自动 HD10E1
JMZ0420M0006	马自达#马自达汽车#MX-6#MX-6#2.0 手动
JMZ0425M0006	马自达#马自达汽车#MX-6#MX-6#2.5 手动
JMZ0526M0032	马自达#马自达汽车#RX-7#RX-7#2.6 手动 236hp
JMZ0526M0031	马自达#马自达汽车#RX-7#RX-7#2.6 手动 255hp
JMZ0526M0033	马自达#马自达汽车#RX-7#RX-7#2.6 手动 276hp
JMZ0620A0010	马自达#马自达汽车#Millenia#Millenia#2.0 自动
JMZ0620M0010	马自达#马自达汽车#Millenia#Millenia#2.0 手动
JMZ0623A0010	马自达#马自达汽车#Millenia#Millenia#2.3 自动
JMZ0623M0010	马自达#马自达汽车#Millenia#Millenia#2.3 手动
JMZ0625A0010	马自达#马自达汽车#Millenia#Millenia#2.5 自动
JMZ0625M0010	马自达#马自达汽车#Millenia#Millenia#2.5 手动
JMZ0714M0004	马自达#马自达汽车#323#323-Hatchback [323-两厢]#1.4 手动
JMZ0720M0004	马自达#马自达汽车#323#323-Hatchback [323-两厢]#2.0 手动
JMZ0715M0004	马自达#马自达汽车#323#323-Hatchback [323-两厢]#1.5 手动
JMZ0916M0008	马自达#马自达汽车#MX-5#MX-5#1.6 手动
JMZ0918A0015	马自达#马自达汽车#MX-5#MX-5#1.8 自动 140hp
JMZ0918A0016	马自达#马自达汽车#MX-5#MX-5#1.8 自动 146hp
JMZ1130M0006	马自达#马自达汽车#Mazda6 [马自达6]#Mazda6-Sedan [马自达6]#3.0 手动
JSK0416M0002	铃木#铃木汽车#X-90#X-90#1.6 手动
JMZ1215M0007	马自达#马自达汽车#Mazda2 [马自达2]#Mazda2-Hacthback [马自达2-两厢]#1.5 手动 MZR 汽油版
JSK0216C0001	铃木#铃木汽车#Swift [速翼特]#Swift Sport [速翼特运动版]#1.6 无级 两驱豪华版
JMZ1522M0006	马自达#马自达汽车#Mazda3 [马自达3]#Mazda3-Hacthback [马自达3-两厢]#2.2 手动 CD
JMZ1522M0008	马自达#马自达汽车#Mazda3 [马自达3]#Mazda3-Sedan [马自达3-三厢]#2.2 手动 CD
JMZ1623A0004	马自达#马自达汽车#Mazda5 [马自达5]#Mazda5 [马自达5]#2.3 自动
EMS0132M0006	玛莎拉蒂#玛莎拉蒂#3200GT#3200GT#3.2 手动
EMS0542M0002	玛莎拉蒂#玛莎拉蒂#GranSport#GranSport#4.2 手动
JOG0130M0011	讴歌#本田汽车#NSX#NSX#3.0 手动
JOG0218A0008	讴歌#本田汽车#Integra#Integra Coupe#1.8 自动 RS
JOG0218M0016	讴歌#本田汽车#Integra#Integra Coupe#1.8 手动 RS
JOG0218M0015	讴歌#本田汽车#Integra#Integra Coupe#1.8 手动 GS-R
JOG0218A0016	讴歌#本田汽车#Integra#Integra-Sedan [Integra-三厢]#1.8 自动
JOG0218M0024	讴歌#本田汽车#Integra#Integra-Sedan [Integra-三厢]#1.8 手动
JOG0325A0004	讴歌#本田汽车#TL#TL#2.5 自动
JOG0435A0003	讴歌#本田汽车#SLX#SLX#3.5 自动
JOG0432A0002	讴歌#本田汽车#SLX#SLX#3.2 自动
JOG0522M0005	讴歌#本田汽车#CL#CL#2.2 手动
JOG0530A0005	讴歌#本田汽车#CL#CL#3.0 自动
AGO0112M0013	欧宝#通用汽车#Astra [雅特]#Astra-Hacthback [雅特-两厢]#1.2i 手动 三门版
AGO0112M0014	欧宝#通用汽车#Astra [雅特]#Astra-Hacthback [雅特-两厢]#1.2 手动 12V 五门版
AGO0118A0148	欧宝#通用汽车#Astra [雅特]#Astra-Hacthback [雅特-两厢]#1.8i 自动 三门版
AGO0118M0124	欧宝#通用汽车#Astra [雅特]#Astra-Hacthback [雅特-两厢]#1.8 手动 五门版
AGO0118M0125	欧宝#通用汽车#Astra [雅特]#Astra-Hacthback [雅特-两厢]#1.8i 手动 125hp 五门版
AGO0120M0146	欧宝#通用汽车#Astra [雅特]#Astra-Hacthback [雅特-两厢]#2.0i 手动 五门 柴油版
AGO0112M0021	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#1.2 手动
AGO0116M0140	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#1.6 手动
AGO0118M0123	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#1.8 手动 125hp
AGO0116M0103	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#1.6i 手动
AGO0120A0104	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#2.0i 自动
AGO0120M0101	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#2.0i 手动 柴油
AGO0120M0104	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#2.0T 手动
AGO0120M0103	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#2.0DTi 手动 柴油
AGO0120M0108	欧宝#通用汽车#Astra [雅特]#Astra Tourer [雅特 旅行车]#2.0i 手动
AGO0116A0122	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6i 自动 71hp
AGO0116A0118	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6i 自动 75hp
AGO0116A0123	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6i 自动 S
AGO0116M0142	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6 手动
AGO0116M0130	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6i 手动 75hp
AGO0116M0135	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6i 手动 71hp
AGO0116M0136	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.6i 手动 S
AGO0118A0115	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.8 自动 115hp
AGO0118A0111	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.8 自动 125hp
AGO0118M0114	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.8 手动 125hp
AGO0118M0119	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.8 手动 115hp
AGO0120A0130	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#2.0 自动
AGO0120A0126	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#2.0i 自动 柴油版
AGO0120M0147	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#2.0DTi 手动 柴油版
AGO0120M0138	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#2.0i 手动 柴油版
AGO0120M0144	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#2.0 手动
AGO0118M0121	欧宝#通用汽车#Astra [雅特]#Astra-Sedan [雅特-三厢]#1.8i 手动
AGO0217M0018	欧宝#通用汽车#Vectra [威达]#Vectra [威达]#1.7T 手动 柴油版
AGO0217M0020	欧宝#通用汽车#Vectra [威达]#Vectra [威达]#1.7 手动 柴油版
AGO0217M0019	欧宝#通用汽车#Vectra [威达]#Vectra-Hatchback [威达-两厢]#1.7 手动 柴油版
AGO0217M0017	欧宝#通用汽车#Vectra [威达]#Vectra-Hatchback [威达-两厢]#1.7T 手动 柴油版
AGO0315M0025	欧宝#通用汽车#Corsa [可赛]#Corsa [可赛]#1.5T 手动 三门 柴油版
AGO0315M0024	欧宝#通用汽车#Corsa [可赛]#Corsa [可赛]#1.5 手动 五门 柴油版
AGO0315M0026	欧宝#通用汽车#Corsa [可赛]#Corsa [可赛]#1.5T 手动 五门 柴油版
AGO0315M0023	欧宝#通用汽车#Corsa [可赛]#Corsa [可赛]#1.5 手动 三门 柴油版
AGO0316M0009	欧宝#通用汽车#Corsa [可赛]#Corsa [可赛]#1.6 手动 16V三门版
AGO0416M0007	欧宝#通用汽车#Tigra#Tigra#1.6i 手动
AGO0520A0011	欧宝#通用汽车#Omega [欧美佳]#Omega [欧美佳]#2.0 自动 16V
AGO0520A0012	欧宝#通用汽车#Omega [欧美佳]#Omega [欧美佳]#2.0i 自动
AGO0622M0003	欧宝#通用汽车#Zafira [赛飞利]#Zafira [赛飞利]#2.2DTi 手动
KQY0215M0006	起亚#起亚汽车#Capital [首都]#Capital [首都]#1.5 手动
KQY0218M0006	起亚#起亚汽车#Capital [首都]#Capital [首都]#1.8 手动
KQY0315A0004	起亚#起亚汽车#Sephia#Sephia#1.5 自动
KQY0315M0004	起亚#起亚汽车#Sephia#Sephia#1.5 手动
KQY0316M0004	起亚#起亚汽车#Sephia#Sephia#1.6 手动
KQY0318A0004	起亚#起亚汽车#Sephia#Sephia#1.8 自动
KQY0418M0007	起亚#起亚汽车#Pregio [贝斯塔]#Pregio [贝斯塔]#1.8 手动 柴油
KQY0515M0004	起亚#起亚汽车#Shuma [速迈]#Shuma [速迈]#1.5 手动
KQY0518M0004	起亚#起亚汽车#Shuma [速迈]#Shuma [速迈]#1.8 手动
KQY0524M0002	起亚#起亚汽车#Shuma [速迈]#Shuma [速迈]#2.4 手动
KQY1214M0004	起亚#起亚汽车#Rio [丽欧]#Rio-Sedan [丽欧-三厢]#1.4 手动
KQY1214M0008	起亚#起亚汽车#Rio [丽欧]#Rio-Hatchback [丽欧-两厢]#1.4 手动
KQY2020A0006	起亚#起亚汽车#Soul [秀尔]#Soul [秀尔]#2.0 自动
KQY2120M0008	起亚#起亚汽车#Forte [福瑞迪]#Forte [福瑞迪]#2.0 手动
KQY2124M0008	起亚#起亚汽车#Forte [福瑞迪]#Forte [福瑞迪]#2.4 手动
JNS0120M0005	日产#日产汽车#Cefiro [风度]#Cefiro A33 [风度 A33]#2.0 手动
JNS0125M0005	日产#日产汽车#Cefiro [风度]#Cefiro A33 [风度 A33]#2.5 手动
JNS0120M0009	日产#日产汽车#Cefiro [风度]#Cefiro A32 [风度 A32]#2.0 手动
JNS0125M0009	日产#日产汽车#Cefiro [风度]#Cefiro A32 [风度 A32]#2.5 手动
JNS0214M0005	日产#日产汽车#Pulsar#Pulsar#1.4T 手动
JNS0216M0005	日产#日产汽车#Pulsar#Pulsar#1.6T 手动
JNS0220M0005	日产#日产汽车#Pulsar#Pulsar D#2.0T 手动
JNS0223M0005	日产#日产汽车#Pulsar#Pulsar GTI R#2.3T 手动
JNS0341A0010	日产#日产汽车#Cima [西玛]#Cima [西玛]#4.1 自动
JNS0430M0014	日产#日产汽车#300ZX#300ZX#3.0T 手动 V6
JNS0430M0013	日产#日产汽车#300ZX#300ZX#3.0 手动 V6
JNS0516M0006	日产#日产汽车#NX#100NX#1.6 手动
JNS0520M0006	日产#日产汽车#NX#100NX GTI#2.0T 手动
JNS0620A0008	日产#日产汽车#Cedric [公爵王]#Cedric [公爵王]#2.0 自动 V6
JNS0628A0004	日产#日产汽车#Cedric [公爵王]#Cedric [公爵王]#2.8 自动 D
JNS0720M0022	日产#日产汽车#Urvan [佳奔]#Urvan [佳奔]#2.0 手动
JNS0724M0023	日产#日产汽车#Urvan [佳奔]#Urvan [佳奔]#2.4 手动
JNS0816M0012	日产#日产汽车#Bluebird [蓝鸟]#Bluebird Sylphy [蓝鸟 Sylphy]#1.6 手动
JNS0818M0005	日产#日产汽车#Bluebird [蓝鸟]#Bluebird Sylphy [蓝鸟 Sylphy]#1.8 手动
JNS0820M0012	日产#日产汽车#Bluebird [蓝鸟]#Bluebird Sylphy [蓝鸟 Sylphy]#2.0 手动
JNS0816M0017	日产#日产汽车#Bluebird [蓝鸟]#Bluebird [蓝鸟]#1.6 手动
JNS0818M0014	日产#日产汽车#Bluebird [蓝鸟]#Bluebird [蓝鸟]#1.8 手动
JNS0820M0021	日产#日产汽车#Bluebird [蓝鸟]#Bluebird [蓝鸟]#2.0 手动
JNS0920M0010	日产#日产汽车#Silvia#Silvia#2.0 手动
JNS1024A0009	日产#日产汽车#Altima [奥蒂玛]#Altima [奥蒂玛]#2.4 自动
JNS1025M0017	日产#日产汽车#Altima [奥蒂玛]#Altima [奥蒂玛]#2.5 手动
JNS1025M0019	日产#日产汽车#Altima [奥蒂玛]#Altima Coupe [奥蒂玛 Coupe]#2.5 手动
JNS1120A0010	日产#日产汽车#Medalist [桂冠]#Medalist [桂冠]#2.0 自动
JNS1125A0019	日产#日产汽车#Medalist [桂冠]#Medalist [桂冠]#2.5 自动
JNS1125A0020	日产#日产汽车#Medalist [桂冠]#Medalist [桂冠]#2.5T 自动
